,agency_name,unit_appropriation_name,object_class_name,total_amount,bn_dol
1790,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - PS,ADDITIONAL GROSS PAY,39081704,0.039081704
1791,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - PS,FULL TIME SALARIED,208620110,0.20862011
1792,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - PS,UNSALARIED,21503,2.1503e-05
1793,POLICE DEPARTMENT,OPERATIONS,ADDITIONAL GROSS PAY,1174191284,1.174191284
1794,POLICE DEPARTMENT,OPERATIONS,FRINGE BENEFITS,140231,0.000140231
1795,POLICE DEPARTMENT,OPERATIONS,FULL TIME SALARIED,897014546,0.897014546
1796,POLICE DEPARTMENT,OPERATIONS,UNSALARIED,-13393896,-0.013393896
1797,POLICE DEPARTMENT,OPERATIONS-OTPS,CONTRACTUAL SERVICES,30646994,0.030646994
1798,POLICE DEPARTMENT,OPERATIONS-OTPS,FIXED & MISCELLANEOUS CHARGES,2070,2.07e-06
1799,POLICE DEPARTMENT,OPERATIONS-OTPS,OTHER SERVICES AND CHARGES,14849312,0.014849312
1800,POLICE DEPARTMENT,OPERATIONS-OTPS,PROPERTY AND EQUIPMENT,34936320,0.03493632
1801,POLICE DEPARTMENT,OPERATIONS-OTPS,SOCIAL SERVICES,101,1.01e-07
1802,POLICE DEPARTMENT,OPERATIONS-OTPS,SUPPLIES AND MATERIALS,11591461,0.011591461
1803,POLICE DEPARTMENT,PATROL - PS,ADDITIONAL GROSS PAY,278332734,0.278332734
1804,POLICE DEPARTMENT,PATROL - PS,FULL TIME SALARIED,1415684420,1.41568442
1805,POLICE DEPARTMENT,PATROL - PS,UNSALARIED,58963547,0.058963547
1806,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",CONTRACTUAL SERVICES,574880,0.00057488
1807,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",FIXED & MISCELLANEOUS CHARGES,0,0.0
1808,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",OTHER SERVICES AND CHARGES,237238,0.000237238
1809,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",PROPERTY AND EQUIPMENT,287246,0.000287246
1810,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",SOCIAL SERVICES,749435,0.000749435
1811,POLICE DEPARTMENT,"PATROL, HOUSING & TRANSIT - OTPS",SUPPLIES AND MATERIALS,722412,0.000722412
1812,POLICE DEPARTMENT,SCHOOL SAFETY- OTPS,CONTRACTUAL SERVICES,1245000,0.001245
1813,POLICE DEPARTMENT,SCHOOL SAFETY- OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
1814,POLICE DEPARTMENT,SCHOOL SAFETY- OTPS,OTHER SERVICES AND CHARGES,750510,0.00075051
1815,POLICE DEPARTMENT,SCHOOL SAFETY- OTPS,PROPERTY AND EQUIPMENT,5110630,0.00511063
1816,POLICE DEPARTMENT,SCHOOL SAFETY- OTPS,SUPPLIES AND MATERIALS,1005239,0.001005239
1817,POLICE DEPARTMENT,SCHOOL SAFETY- P.S.,ADDITIONAL GROSS PAY,72589226,0.072589226
1818,POLICE DEPARTMENT,SCHOOL SAFETY- P.S.,FRINGE BENEFITS,8535690,0.00853569
1819,POLICE DEPARTMENT,SCHOOL SAFETY- P.S.,FULL TIME SALARIED,203827315,0.203827315
1820,POLICE DEPARTMENT,SCHOOL SAFETY- P.S.,UNSALARIED,605366,0.000605366
1821,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT,ADDITIONAL GROSS PAY,21558935,0.021558935
1822,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT,FRINGE BENEFITS,3921341,0.003921341
1823,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT,FULL TIME SALARIED,152495212,0.152495212
1824,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT,UNSALARIED,7619,7.619e-06
1825,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT-OTPS,CONTRACTUAL SERVICES,6687204,0.006687204
1826,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT-OTPS,FIXED & MISCELLANEOUS CHARGES,1485,1.485e-06
1827,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT-OTPS,OTHER SERVICES AND CHARGES,76369,7.6369e-05
1828,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT-OTPS,PROPERTY AND EQUIPMENT,602933,0.000602933
1829,POLICE DEPARTMENT,TRAFFIC ENFORCEMENT-OTPS,SUPPLIES AND MATERIALS,2469811,0.002469811
1830,POLICE DEPARTMENT,TRANSIT POLICE-PS,ADDITIONAL GROSS PAY,38912460,0.03891246
1831,POLICE DEPARTMENT,TRANSIT POLICE-PS,FRINGE BENEFITS,104000,0.000104
1832,POLICE DEPARTMENT,TRANSIT POLICE-PS,FULL TIME SALARIED,253921052,0.253921052
1833,POLICE DEPARTMENT,TRANSIT POLICE-PS,UNSALARIED,135377,0.000135377
1834,PUBLIC ADMINISTRATOR - BRONX COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,75363,7.5363e-05
1835,PUBLIC ADMINISTRATOR - BRONX COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,2077,2.077e-06
1836,PUBLIC ADMINISTRATOR - BRONX COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,1299,1.299e-06
1837,PUBLIC ADMINISTRATOR - BRONX COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,657614,0.000657614
1838,PUBLIC ADMINISTRATOR - KINGS COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,15124,1.5124e-05
1839,PUBLIC ADMINISTRATOR - KINGS COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,31286,3.1286e-05
1840,PUBLIC ADMINISTRATOR - KINGS COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,2275,2.275e-06
1841,PUBLIC ADMINISTRATOR - KINGS COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,0,0.0
1842,PUBLIC ADMINISTRATOR - KINGS COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,897696,0.000897696
1843,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,256921,0.000256921
1844,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,2690,2.69e-06
1845,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,7215,7.215e-06
1846,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,7450,7.45e-06
1847,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,922275,0.000922275
1848,PUBLIC ADMINISTRATOR - QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,32517,3.2517e-05
1849,PUBLIC ADMINISTRATOR - QUEENS COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,196,1.96e-07
1850,PUBLIC ADMINISTRATOR - QUEENS COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,620563,0.000620563
1851,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,30000,3e-05
1852,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,26553,2.6553e-05
1853,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,0,0.0
1854,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,3562,3.562e-06
1855,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,PERSONAL SERVICES,ADDITIONAL GROSS PAY,609,6.09e-07
1856,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,PERSONAL SERVICES,FULL TIME SALARIED,577431,0.000577431
1857,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,PERSONAL SERVICES,UNSALARIED,1171,1.171e-06
1858,PUBLIC ADVOCATE,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,54500,5.45e-05
1859,PUBLIC ADVOCATE,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,0,0.0
1860,PUBLIC ADVOCATE,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,210908,0.000210908
1861,PUBLIC ADVOCATE,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,80635,8.0635e-05
1862,PUBLIC ADVOCATE,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,43973,4.3973e-05
1863,PUBLIC ADVOCATE,PERSONAL SERVICES,AMOUNTS TO BE SCHEDULED,-453018,-0.000453018
1864,PUBLIC ADVOCATE,PERSONAL SERVICES,FULL TIME SALARIED,5280817,0.005280817
1865,PUBLIC ADVOCATE,PERSONAL SERVICES,OTHER SALARIED,56986,5.6986e-05
1866,PUBLIC ADVOCATE,PERSONAL SERVICES,UNSALARIED,30580,3.058e-05
1867,QUEENS BOROUGH PUBLIC LIBRARY,LUMP SUM,FIXED & MISCELLANEOUS CHARGES,128489666,0.128489666
1868,QUEENS BOROUGH PUBLIC LIBRARY,LUMP SUM,OTHER SERVICES AND CHARGES,3287334,0.003287334
1869,QUEENS BOROUGH PUBLIC LIBRARY,LUMP SUM,SUPPLIES AND MATERIALS,70000,7e-05
1870,TAXI AND LIMOUSINE COMMISSION,OTHER THAN PERSONAL SERVICE,CONTRACTUAL SERVICES,6989357,0.006989357
1871,TAXI AND LIMOUSINE COMMISSION,OTHER THAN PERSONAL SERVICE,FIXED & MISCELLANEOUS CHARGES,2750000,0.00275
1872,TAXI AND LIMOUSINE COMMISSION,OTHER THAN PERSONAL SERVICE,OTHER SERVICES AND CHARGES,7620254,0.007620254
1873,TAXI AND LIMOUSINE COMMISSION,OTHER THAN PERSONAL SERVICE,PROPERTY AND EQUIPMENT,817158,0.000817158
1874,TAXI AND LIMOUSINE COMMISSION,OTHER THAN PERSONAL SERVICE,SUPPLIES AND MATERIALS,1641695,0.001641695
1875,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,ADDITIONAL GROSS PAY,2310074,0.002310074
1876,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,AMOUNTS TO BE SCHEDULED,204100,0.0002041
1877,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,FRINGE BENEFITS,145396,0.000145396
1878,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,FULL TIME SALARIED,34939758,0.034939758
1879,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,OTHER SALARIED,120000,0.00012
1880,TAXI AND LIMOUSINE COMMISSION,PERSONAL SERVICE,UNSALARIED,2286764,0.002286764
1881,DEPARTMENT OF EDUCATION,PENSION CONTRIBUTIONS (ACA),NA,3552565000,3.552565
1882,POLICE DEPARTMENT,PENSION CONTRIBUTIONS (ACA),NA,2732993000,2.732993
1883,FIRE DEPARTMENT,PENSION CONTRIBUTIONS (ACA),NA,1682940000,1.68294
1884,DEPARTMENT OF CORRECTION,PENSION CONTRIBUTIONS (ACA),NA,502745000,0.502745
1885,DEPARTMENT OF SANITATION,PENSION CONTRIBUTIONS (ACA),NA,317020000,0.31702
1886,DEPARTMENT OF SOCIAL SERVICES,PENSION CONTRIBUTIONS (ACA),NA,168214000,0.168214
1887,DEPARTMENT OF ENVIRONMENTAL PROTECTION,PENSION CONTRIBUTIONS (ACA),NA,105157000,0.105157
1888,ADMINISTRATION FOR CHILDRENS SERVICES,PENSION CONTRIBUTIONS (ACA),NA,98825000,0.098825
1889,DEPARTMENT OF TRANSPORTATION,PENSION CONTRIBUTIONS (ACA),NA,98450000,0.09845
1890,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PENSION CONTRIBUTIONS (ACA),NA,97370000,0.09737
1891,CITY UNIVERSITY OF NEW YORK,PENSION CONTRIBUTIONS (ACA),NA,93603000,0.093603
1892,DEPARTMENT OF PARKS AND RECREATION,PENSION CONTRIBUTIONS (ACA),NA,80571000,0.080571
1893,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,PENSION CONTRIBUTIONS (ACA),NA,35494000,0.035494
1894,HOUSING PRESERVATION AND DEVELOPMENT,PENSION CONTRIBUTIONS (ACA),NA,32706000,0.032706
1895,DEPARTMENT OF FINANCE,PENSION CONTRIBUTIONS (ACA),NA,28077000,0.028077
1896,DEPARTMENT OF INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS,PENSION CONTRIBUTIONS (ACA),NA,27619000,0.027619
1897,DEPARTMENT OF HOMELESS SERVICES,PENSION CONTRIBUTIONS (ACA),NA,27109000,0.027109
1898,LAW DEPARTMENT,PENSION CONTRIBUTIONS (ACA),NA,24516000,0.024516
1899,DISTRICT ATTORNEY NEW YORK COUNTY,PENSION CONTRIBUTIONS (ACA),NA,24033000,0.024033
1900,DEPARTMENT OF BUILDINGS,PENSION CONTRIBUTIONS (ACA),NA,23961000,0.023961
1901,MAYORALTY,PENSION CONTRIBUTIONS (ACA),NA,21317000,0.021317
1902,DEPARTMENT OF DESIGN AND CONSTRUCTION,PENSION CONTRIBUTIONS (ACA),NA,19647000,0.019647
1903,BOARD OF ELECTIONS,PENSION CONTRIBUTIONS (ACA),NA,18899000,0.018899
1904,DISTRICT ATTORNEY KINGS COUNTY,PENSION CONTRIBUTIONS (ACA),NA,18161000,0.018161
1905,DISTRICT ATTORNEY BRONX COUNTY,PENSION CONTRIBUTIONS (ACA),NA,16622000,0.016622
1906,DISTRICT ATTORNEY QUEENS COUNTY,PENSION CONTRIBUTIONS (ACA),NA,13374000,0.013374
1907,NEW YORK PUBLIC LIBRARY,PENSION CONTRIBUTIONS (ACA),NA,12620000,0.01262
1908,DEPARTMENT OF PROBATION,PENSION CONTRIBUTIONS (ACA),NA,12309000,0.012309
1909,DEPARTMENT OF CULTURAL AFFAIRS,PENSION CONTRIBUTIONS (ACA),NA,12246000,0.012246
1910,OFFICE OF THE COMPTROLLER,PENSION CONTRIBUTIONS (ACA),NA,11872000,0.011872
1911,CITY COUNCIL,PENSION CONTRIBUTIONS (ACA),NA,11265000,0.011265
1912,QUEENS BOROUGH PUBLIC LIBRARY,PENSION CONTRIBUTIONS (ACA),NA,11082000,0.011082
1913,BROOKLYN PUBLIC LIBRARY,PENSION CONTRIBUTIONS (ACA),NA,10015000,0.010015
1914,FINANCIAL INFORMATION SERVICE AGENCY,PENSION CONTRIBUTIONS (ACA),NA,8970000,0.00897
1915,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,PENSION CONTRIBUTIONS (ACA),NA,7799000,0.007799
1916,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,PENSION CONTRIBUTIONS (ACA),NA,7076000,0.007076
1917,TAXI AND LIMOUSINE COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,6246000,0.006246
1918,DEPARTMENT OF CONSUMER AND WORKER PROTECTION,PENSION CONTRIBUTIONS (ACA),NA,5493000,0.005493
1919,DEPARTMENT OF CITY PLANNING,PENSION CONTRIBUTIONS (ACA),NA,4797000,0.004797
1920,DEPARTMENT FOR THE AGING,PENSION CONTRIBUTIONS (ACA),NA,4774000,0.004774
1921,DEPARTMENT OF SMALL BUSINESS SERVICES,PENSION CONTRIBUTIONS (ACA),NA,4346000,0.004346
1922,DEPARTMENT OF INVESTIGATION,PENSION CONTRIBUTIONS (ACA),NA,4193000,0.004193
1923,OFFICE OF PROSECUTION SPEC NARCO,PENSION CONTRIBUTIONS (ACA),NA,4164000,0.004164
1924,DEPARTMENT OF EMERGENCY MANAGEMENT,PENSION CONTRIBUTIONS (ACA),NA,3495000,0.003495
1925,DISTRICT ATTORNEY RICHMOND COUNTY,PENSION CONTRIBUTIONS (ACA),NA,3407000,0.003407
1926,CIVILIAN COMPLAINT REVIEW BOARD,PENSION CONTRIBUTIONS (ACA),NA,3267000,0.003267
1927,NEW YORK RESEARCH LIBRARIES,PENSION CONTRIBUTIONS (ACA),NA,2565000,0.002565
1928,OFFICE OF PAYROLL ADMINISTRATION,PENSION CONTRIBUTIONS (ACA),NA,2522000,0.002522
1929,CAMPAIGN FINANCE BOARD,PENSION CONTRIBUTIONS (ACA),NA,2333000,0.002333
1930,COMMISSION ON HUMAN RIGHTS,PENSION CONTRIBUTIONS (ACA),NA,1555000,0.001555
1931,LANDMARKS PRESERVATION COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,1084000,0.001084
1932,BUSINESS INTEGRITY COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,1073000,0.001073
1933,OFFICE OF ADMINISTRATIVE TAX APPEALS,PENSION CONTRIBUTIONS (ACA),NA,989000,0.000989
1934,BOROUGH PRESIDENT - BROOKLYN,PENSION CONTRIBUTIONS (ACA),NA,959000,0.000959
1935,BOROUGH PRESIDENT - QUEENS,PENSION CONTRIBUTIONS (ACA),NA,925000,0.000925
1936,BOROUGH PRESIDENT - BRONX,PENSION CONTRIBUTIONS (ACA),NA,860000,0.00086
1937,OFFICE OF THE ACTUARY,PENSION CONTRIBUTIONS (ACA),NA,834000,0.000834
1938,PUBLIC ADVOCATE,PENSION CONTRIBUTIONS (ACA),NA,800000,0.0008
1939,BOROUGH PRESIDENT - MANHATTAN,PENSION CONTRIBUTIONS (ACA),NA,796000,0.000796
1940,CITY CLERK,PENSION CONTRIBUTIONS (ACA),NA,771000,0.000771
1941,DEPARTMENT OF RECORDS AND INFORMATION SERVICES,PENSION CONTRIBUTIONS (ACA),NA,753000,0.000753
1942,INDEPENDENT BUDGET OFFICE,PENSION CONTRIBUTIONS (ACA),NA,716000,0.000716
1943,DEPARTMENT OF VETERANS SERVICES,PENSION CONTRIBUTIONS (ACA),NA,604000,0.000604
1944,BOROUGH PRESIDENT - STATEN ISLAND,PENSION CONTRIBUTIONS (ACA),NA,524000,0.000524
1945,BOARD OF CORRECTION,PENSION CONTRIBUTIONS (ACA),NA,482000,0.000482
1946,CONFLICTS OF INTEREST BOARD,PENSION CONTRIBUTIONS (ACA),NA,425000,0.000425
1947,OFFICE OF COLLECTIVE BARGAINING,PENSION CONTRIBUTIONS (ACA),NA,366000,0.000366
1948,EQUAL EMPLOYMENT PRACTICES COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,201000,0.000201
1949,PUBLIC ADMINISTRATOR - KINGS COUNTY,PENSION CONTRIBUTIONS (ACA),NA,166000,0.000166
1950,CIVIL SERVICE COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,166000,0.000166
1951,PUBLIC ADMINISTRATOR - NEW YORK COUNTY,PENSION CONTRIBUTIONS (ACA),NA,151000,0.000151
1952,PUBLIC ADMINISTRATOR - QUEENS COUNTY,PENSION CONTRIBUTIONS (ACA),NA,98000,9.8e-05
1953,PUBLIC ADMINISTRATOR - BRONX COUNTY,PENSION CONTRIBUTIONS (ACA),NA,97000,9.7e-05
1954,PUBLIC ADMINISTRATOR - RICHMOND COUNTY,PENSION CONTRIBUTIONS (ACA),NA,93000,9.3e-05
1955,COMMISSION ON RACIAL EQUITY,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1956,COMMUNITY BOARDS,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1957,MISCELLANEOUS,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1958,DEBT SERVICE,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1959,MUNICIPAL ASSISTANCE CORPORATION DEBT,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1960,HEALTH AND HOSPITALS CORPORATION,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1961,OFFICE OF CRIMINAL JUSTICE,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1962,OFFICE OF RACIAL EQUITY,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1963,DISTRICTING COMMISSION,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1964,PENSION CONTRIBUTIONS,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1965,DEPARTMENT OF JUVENILE JUSTICE,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1966,DEPARTMENT OF EMPLOYMENT,PENSION CONTRIBUTIONS (ACA),NA,0,0.0
1967,POLICE DEPARTMENT,FRINGE BENEFITS (ACA),NA,3056582000,3.056582
1968,FIRE DEPARTMENT,FRINGE BENEFITS (ACA),NA,1116455000,1.116455
1969,DEPARTMENT OF CORRECTION,FRINGE BENEFITS (ACA),NA,890395000,0.890395
1970,DEPARTMENT OF SANITATION,FRINGE BENEFITS (ACA),NA,586354000,0.586354
1971,DEPARTMENT OF SOCIAL SERVICES,FRINGE BENEFITS (ACA),NA,448968000,0.448968
1972,DEPARTMENT OF EDUCATION,FRINGE BENEFITS (ACA),NA,341173000,0.341173
1973,DEPARTMENT OF TRANSPORTATION,FRINGE BENEFITS (ACA),NA,287355000,0.287355
1974,DEPARTMENT OF ENVIRONMENTAL PROTECTION,FRINGE BENEFITS (ACA),NA,287142000,0.287142
1975,ADMINISTRATION FOR CHILDRENS SERVICES,FRINGE BENEFITS (ACA),NA,245638000,0.245638
1976,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRINGE BENEFITS (ACA),NA,237962000,0.237962
1977,DEPARTMENT OF PARKS AND RECREATION,FRINGE BENEFITS (ACA),NA,196028000,0.196028
1978,HOUSING PRESERVATION AND DEVELOPMENT,FRINGE BENEFITS (ACA),NA,100982000,0.100982
1979,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,FRINGE BENEFITS (ACA),NA,88288000,0.088288
1980,DEPARTMENT OF FINANCE,FRINGE BENEFITS (ACA),NA,75717000,0.075717
1981,DEPARTMENT OF HOMELESS SERVICES,FRINGE BENEFITS (ACA),NA,70597000,0.070597
1982,DEPARTMENT OF BUILDINGS,FRINGE BENEFITS (ACA),NA,61779000,0.061779
1983,DEPARTMENT OF INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS,FRINGE BENEFITS (ACA),NA,60606000,0.060606
1984,HEALTH AND HOSPITALS CORPORATION,FRINGE BENEFITS (ACA),NA,58180000,0.05818
1985,LAW DEPARTMENT,FRINGE BENEFITS (ACA),NA,56666000,0.056666
1986,DISTRICT ATTORNEY NEW YORK COUNTY,FRINGE BENEFITS (ACA),NA,51948000,0.051948
1987,DEPARTMENT OF DESIGN AND CONSTRUCTION,FRINGE BENEFITS (ACA),NA,50603000,0.050603
1988,DISTRICT ATTORNEY KINGS COUNTY,FRINGE BENEFITS (ACA),NA,42975000,0.042975
1989,MAYORALTY,FRINGE BENEFITS (ACA),NA,39989000,0.039989
1990,DEPARTMENT OF PROBATION,FRINGE BENEFITS (ACA),NA,36960000,0.03696
1991,DISTRICT ATTORNEY BRONX COUNTY,FRINGE BENEFITS (ACA),NA,36866000,0.036866
1992,OFFICE OF THE COMPTROLLER,FRINGE BENEFITS (ACA),NA,31014000,0.031014
1993,DISTRICT ATTORNEY QUEENS COUNTY,FRINGE BENEFITS (ACA),NA,30131000,0.030131
1994,BOARD OF ELECTIONS,FRINGE BENEFITS (ACA),NA,24113000,0.024113
1995,CITY COUNCIL,FRINGE BENEFITS (ACA),NA,23970000,0.02397
1996,MISCELLANEOUS,FRINGE BENEFITS (ACA),NA,22954000,0.022954
1997,DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT,FRINGE BENEFITS (ACA),NA,20856000,0.020856
1998,FINANCIAL INFORMATION SERVICE AGENCY,FRINGE BENEFITS (ACA),NA,19307000,0.019307
1999,TAXI AND LIMOUSINE COMMISSION,FRINGE BENEFITS (ACA),NA,17876000,0.017876
2000,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,FRINGE BENEFITS (ACA),NA,17268000,0.017268
2001,DEPARTMENT OF CONSUMER AND WORKER PROTECTION,FRINGE BENEFITS (ACA),NA,14738000,0.014738
2002,DEPARTMENT FOR THE AGING,FRINGE BENEFITS (ACA),NA,13384000,0.013384
2003,DEPARTMENT OF SMALL BUSINESS SERVICES,FRINGE BENEFITS (ACA),NA,12598000,0.012598
2004,DEPARTMENT OF CITY PLANNING,FRINGE BENEFITS (ACA),NA,12333000,0.012333
2005,DEPARTMENT OF INVESTIGATION,FRINGE BENEFITS (ACA),NA,10435000,0.010435
2006,DEPARTMENT OF EMERGENCY MANAGEMENT,FRINGE BENEFITS (ACA),NA,8593000,0.008593
2007,OFFICE OF PROSECUTION SPEC NARCO,FRINGE BENEFITS (ACA),NA,8456000,0.008456
2008,CIVILIAN COMPLAINT REVIEW BOARD,FRINGE BENEFITS (ACA),NA,7433000,0.007433
2009,DISTRICT ATTORNEY RICHMOND COUNTY,FRINGE BENEFITS (ACA),NA,7292000,0.007292
2010,CAMPAIGN FINANCE BOARD,FRINGE BENEFITS (ACA),NA,6883000,0.006883
2011,OFFICE OF PAYROLL ADMINISTRATION,FRINGE BENEFITS (ACA),NA,5942000,0.005942
2012,COMMUNITY BOARDS,FRINGE BENEFITS (ACA),NA,5553000,0.005553
2013,CITY UNIVERSITY OF NEW YORK,FRINGE BENEFITS (ACA),NA,4597000,0.004597
2014,COMMISSION ON HUMAN RIGHTS,FRINGE BENEFITS (ACA),NA,4199000,0.004199
2015,OFFICE OF CRIMINAL JUSTICE,FRINGE BENEFITS (ACA),NA,2989000,0.002989
2016,LANDMARKS PRESERVATION COMMISSION,FRINGE BENEFITS (ACA),NA,2552000,0.002552
2017,DEPARTMENT OF CULTURAL AFFAIRS,FRINGE BENEFITS (ACA),NA,2399000,0.002399
2018,BOROUGH PRESIDENT - QUEENS,FRINGE BENEFITS (ACA),NA,2341000,0.002341
2019,BUSINESS INTEGRITY COMMISSION,FRINGE BENEFITS (ACA),NA,2299000,0.002299
2020,BOROUGH PRESIDENT - BROOKLYN,FRINGE BENEFITS (ACA),NA,2270000,0.00227
2021,CITY CLERK,FRINGE BENEFITS (ACA),NA,2225000,0.002225
2022,BOROUGH PRESIDENT - BRONX,FRINGE BENEFITS (ACA),NA,2205000,0.002205
2023,OFFICE OF THE ACTUARY,FRINGE BENEFITS (ACA),NA,2088000,0.002088
2024,OFFICE OF ADMINISTRATIVE TAX APPEALS,FRINGE BENEFITS (ACA),NA,1962000,0.001962
2025,DEPARTMENT OF RECORDS AND INFORMATION SERVICES,FRINGE BENEFITS (ACA),NA,1864000,0.001864
2026,BOROUGH PRESIDENT - MANHATTAN,FRINGE BENEFITS (ACA),NA,1837000,0.001837
2027,INDEPENDENT BUDGET OFFICE,FRINGE BENEFITS (ACA),NA,1687000,0.001687
2028,PUBLIC ADVOCATE,FRINGE BENEFITS (ACA),NA,1655000,0.001655
2029,BOROUGH PRESIDENT - STATEN ISLAND,FRINGE BENEFITS (ACA),NA,1444000,0.001444
2030,QUEENS BOROUGH PUBLIC LIBRARY,FRINGE BENEFITS (ACA),NA,1385000,0.001385
2031,BROOKLYN PUBLIC LIBRARY,FRINGE BENEFITS (ACA),NA,1382000,0.001382
2032,BOARD OF CORRECTION,FRINGE BENEFITS (ACA),NA,1229000,0.001229
2033,DEPARTMENT OF VETERANS SERVICES,FRINGE BENEFITS (ACA),NA,1157000,0.001157
2034,CONFLICTS OF INTEREST BOARD,FRINGE BENEFITS (ACA),NA,746000,0.000746
